DATE,TIME,APPX,SECONDARY DATE,APPX 2,TRANS_ID,BBREFID,TYPE,FROMT,FLEAGUE,TTEAM,TLEAGUE,,,,
19130523,,,,,65455,devor101,P ,BSN,NL,Toledo,(American Association),,,,
19120819,,,,,48479,devor101,P ,Spokane,(Northwestern),BSN,NL,,,,
20131105,,,,,71216,devrc001,Fg,MIN,AL,,,,,,
20060822,,,,,65456,devrc001,Fa,,,MIN,AL,,,,
19860813,,,,,51450,Dewayne Coleman,T ,MIN,AL,CHN,NL,,,,
19961220,,,,,10852,dewem001,Fg,SFN,NL,,,,,,
19941114,,,,,10851,dewem001,F ,,,SFN,NL,,,,
19941014,,,,,10850,dewem001,Fg,PIT,NL,,,,,,
19930511,,,,,10849,dewem001,W ,NYN,NL,PIT,NL,,,,
19910509,,,,,10848,dewem001,W ,SFN,NL,NYN,NL,,,,
19870602,,,,,10847,dewem001,Da,,,SFN,NL,,23,,
20130817,,,,,70648,dewib001,R ,ATL,NL,,,,,,
20121201,,,,,67170,dewib001,F ,,,ATL,NL,,,,
20121004,,,,,65457,dewib001,Fg,CHN,NL,,,,,,
20100731,,,,,60677,dewib001,T ,LAN,NL,CHN,NL,,,,
20040607,,,20040616,,54266,dewib001,Da,,,LAN,NL,,1,28,
19830606,,,,,10853,dewij001,Da,,,TOR,AL,,3,,
20010320,,,,,52739,dewim001,T ,CHA,AL,TOR,AL,,,,
20010114,,,,,52735,dewim001,T ,TOR,AL,CHA,AL,,,,
19991111,,,,,52598,dewim001,T ,SLN,NL,TOR,AL,,,,
20051015,,,,,10863,dewim001,Fg,MIL,NL,,,,,,
20050125,,,,,10862,dewim001,F ,,,MIL,NL,,,,
20041015,,,,,10861,dewim001,Fg,BAL,AL,,,,,,
20040611,,,,,10860,dewim001,P ,Long Island,(Atlantic),BAL,AL,,,,
20040402,,,,,10859,dewim001,R ,CLE,AL,,,,,,
20040218,,,,,10858,dewim001,F ,,,CLE,AL,,,,
20021002,,,,,10857,dewim001,R ,SDN,NL,,,,,,
20011218,,,,,10856,dewim001,F ,,,SDN,NL,,,,
20011019,,,,,10855,dewim001,Fg,TOR,AL,,,,,,
19950601,,,19950603,,10854,dewim001,Da,,,SLN,NL,,10,,
19040314,,,,,65460,dextc101,P ,BSN,NL,Louisville,(American Association),,,,
19020731,,,,,65459,dextc101,F ,,,BSN,NL,,,,
19020727,,,,,65458,dextc101,R ,CHN,NL,,,,,,
18991213,,,,,48302,dextc101,P ,LS3,NL,CHN,NL,,,,
20090731,,,,,58104,Dexter Carter,T ,CHA,AL,SDN,NL,,,,
20090805,,,,,59638,Deybis Benitez,T ,SEA,AL,PIT,NL,,,,
20151106,,,,,77502,diams001,Fg,TBA,AL,,,,,,
20150405,,,,,75973,diams001,F ,,,TBA,AL,,,,
20141104,,,,,74312,diams001,Fg,CIN,NL,,,,,,
20140717,,,,,73512,diams001,F ,,,CIN,NL,,,,
20140712,,,,,73499,diams001,R ,MIN,AL,,,,,,
20101209,,,,,62464,diams001,D ,ATL,NL,MIN,AL,,,,
20070823,,,,,62463,diams001,Fa,,,ATL,NL,,,,
20110615,,,,,68943,diamt001,R ,CHN,NL,,,,,,
20110722,,,,,63363,diamt001,R ,MIN,AL,,,,,,
20110620,,,,,63362,diamt001,F ,,,MIN,AL,,,,
20090904,,,,,60189,diamt001,W ,TEX,AL,CHN,NL,,,,
20040607,,,20040630,,60188,diamt001,Da,,,TEX,AL,,1,10,
19910402,,,,,75844,diaza001,T ,NYN,NL,MON,NL,,,,
19911015,,,,,51879,diaza001,T ,MON,NL,MIL,AL,,,,
19990831,,,,,10877,diaza001,R ,HOU,NL,,,,,,
19990121,,,,,10876,diaza001,F ,,,HOU,NL,,,,
19980914,,,,,10875,diaza001,R ,SFN,NL,,,,,,
19980121,,,,,10874,diaza001,F ,,,SFN,NL,,,,
19971015,,,,,10873,diaza001,Fg,TEX,AL,,,,,,
19970416,,,,,10872,diaza001,F ,,,TEX,AL,,,,
19970413,,,,,10871,diaza001,R ,NYN,NL,,,,,,
19961119,,,,,10870,diaza001,F ,,,NYN,NL,,,,
19961008,,,,,10869,diaza001,Fg,SEA,AL,,,,,,
19941014,,,,,10868,diaza001,W ,MIL,AL,SEA,AL,,,,
19931221,,,,,10867,diaza001,F ,,,MIL,AL,,,,
19931220,,,,,10866,diaza001,Fg,MIL,AL,,,,,,
19860824,,,,,10865,diaza001,Fa,,,NYN,NL,,,,
20151106,,,,,77418,diaza002,Fg,MIN,AL,,,,,,
20141120,,,,,74616,diaza002,F ,,,MIN,AL,,,,
20141104,,,,,74250,diaza002,Fg,ARI,NL,,,,,,
20140621,,,,,74249,diaza002,F ,,,ARI,NL,,,,
20140618,,,,,73348,diaza002,R ,CIN,NL,,,,,,
20090722,,,,,72617,diaza002,T ,BOS,AL,PIT,NL,,,,
20131202,,,,,71812,diaza002,F ,,,CIN,NL,,,,
20131105,,,,,71159,diaza002,Fg,DET,AL,,,,,,
20101220,,,,,68703,diaza002,F ,,,DET,AL,,,,
20101202,,,,,61081,diaza002,Fg,PIT,NL,,,,,,
20030722,,,,,60190,diaza002,Fa,,,BOS,AL,,,,
19850808,,,,,51371,diazb001,T ,PHI,NL,CIN,NL,,,,
19811120,,,,,51078,diazb001,T ,CLE,AL,PHI,NL,,,,
19780330,,,,,50843,diazb001,T ,BOS,AL,CLE,AL,,,,
19891113,,,,,10879,diazb001,Fg,CIN,NL,,,,,,
19701225,,,,,10878,diazb001,Fa,,,BOS,AL,,,,
19831208,,,,,51249,diazc001,T ,NYN,NL,LAN,NL,,,,
19820910,,,,,51158,diazc001,T ,ATL,NL,NYN,NL,,,,
19810307,,,,,51032,diazc001,T ,SEA,AL,ATL,NL,,,,
19870322,,,,,10884,diazc001,R ,OAK,AL,,,,,,
19861222,,,,,10883,diazc001,F ,,,OAK,AL,,,,
19861020,,,,,10882,diazc001,R ,LAN,NL,,,,,,
19790605,,,,,10881,diazc001,Da,,,SEA,AL,S,1,15,
19790109,,,,,10880,diazc001,Dn,,,SEA,AL,,3,,
19860602,,,,,10886,diazc002,Da,,,TOR,AL,,14,,
19820607,,,,,10885,diazc002,Dn,,,CLE,AL,,7,,
19820303,,,,,10887,diaze001,Fa,,,MIL,AL,,,,
20040403,,,,,53056,diaze002,T ,TEX,AL,MON,NL,,,,
20021206,,,,,52923,diaze002,T ,CLE,AL,TEX,AL,,,,
20071029,,,,,10896,diaze002,Fg,PIT,NL,,,,,,
20061220,,,,,10895,diaze002,F ,,,PIT,NL,,,,
20061030,,,,,10894,diaze002,Fg,LAN,NL,,,,,,
20060812,,,,,10893,diaze002,P ,CLE,AL,LAN,NL,,,,
20051223,,,,,10892,diaze002,F ,,,CLE,AL,,,,
20051101,,,,,10891,diaze002,Fg,SLN,NL,,,,,,
20041214,,,,,10890,diaze002,F ,,,SLN,NL,,,,
20041028,,,,,10889,diaze002,Fg,WAS,NL,,,,,,
19901005,,,,,10888,diaze002,Fa,,,CLE,AL,,,,
19980731,,,,,52465,diaze003,T ,MIL,NL,BOS,AL,,,,
19961126,,,,,10899,diaze003,F ,,,MIL,AL,,,,
19961015,,,,,10898,diaze003,Fg,SEA,AL,,,,,,
19900215,,,,,10897,diaze003,Fa,,,SEA,AL,,,,
19991220,,,,,10903,diaze004,F ,,,TEX,AL,,,,
19991209,,,,,10902,diaze004,R ,ARI,NL,,,,,,
19971118,,,,,10901,diaze004,X ,TEX,AL,ARI,NL,,,11,
19930603,,,19930603,,10900,diaze004,Da,,,TEX,AL,,2,,
20081107,,,,,76972,diaze005,Fa,,,PIT,NL,,,,
20020728,,,,,52892,diazf001,T ,SFN,NL,CHA,AL,,,,
20071029,,,,,10909,diazf001,Fg,BOS,AL,,,,,,
20070719,,,,,10908,diazf001,F ,,,BOS,AL,,,,
20070717,,,,,10907,diazf001,R ,WAS,NL,,,,,,
20061106,,,,,10906,diazf001,F ,,,WAS,NL,,,,
20051221,,,,,10905,diazf001,Fg,CHA,AL,,,,,,
19980320,,,,,10904,diazf001,Fa,,,SFN,NL,,,,
20050510,,,,,10918,diazj001,F ,,,SLN,NL,,,,
20041015,,,,,10917,diazj001,Fg,MIN,AL,,,,,,
20040119,,,,,10916,diazj001,F ,,,MIN,AL,,,,
20031015,,,,,10915,diazj001,Fg,BAL,AL,,,,,,
20030518,,,,,10914,diazj001,F ,,,BAL,AL,,,,
20030325,,,,,10913,diazj001,R ,BOS,AL,,,,,,
20000304,,,,,10912,diazj001,F ,,,BOS,AL,,,,
19990625,,,,,10911,diazj001,Fg,LAN,NL,,,,,,
19960519,,,,,10910,diazj001,Fa,,,LAN,NL,,,,
20090122,,,,,55241,diazj002,F ,,,LAN,NL,,,,
20080929,,,,,55240,diazj002,Fg,TEX,AL,,,,,,
20080612,,,,,55239,diazj002,F ,,,TEX,AL,,,,
20080605,,,,,55238,diazj002,R ,NYN,NL,,,,,,
20071111,,,,,55237,diazj002,F ,,,NYN,NL,,,,
20060731,,,,,53292,diazj002,T ,TEX,AL,KCA,AL,,,,
20040730,,,,,53087,diazj002,T ,NYN,NL,TBA,AL,,,,
20030714,,,,,52971,diazj002,T ,LAN,NL,NYN,NL,,,,
20061015,,,,,10923,diazj002,Fg,KCA,AL,,,,,,
20060103,,,,,10922,diazj002,F ,,,TEX,AL,,,,
20051221,,,,,10921,diazj002,Fg,CLE,AL,,,,,,
20050607,,,,,10920,diazj002,W ,TBA,AL,CLE,AL,,,,
19960824,,,,,10919,diazj002,Fa,,,LAN,NL,,,,
20151106,,,,,77398,diazj003,Fg,MIA,NL,,,,,,
20150414,,,,,77397,diazj003,F ,,,MIA,NL,,,,
20150411,,,,,77396,diazj003,R ,CHA,AL,,,,,,
20141120,,,,,74611,diazj003,F ,,,CHA,AL,,,,
20141104,,,,,74390,diazj003,Fg,MIA,NL,,,,,,
20131108,,,,,71440,diazj003,F ,,,MIA,NL,,,,
20131105,,,,,71136,diazj003,Fg,CLE,AL,,,,,,
20100626,,,,,66832,diazj003,T ,SEA,AL,CLE,AL,,,,
20060420,,,,,65462,diazj003,Fa,,,SEA,AL,,,,
20151104,,,,,77562,diazj004,Fg,TOR,AL,,,,,,
20141015,,,,,75912,diazj004,F ,,,TOR,AL,,,,
20140929,,,,,73944,diazj004,Fg,TOR,AL,,,,,,
20131111,,,,,71416,diazj004,F ,,,TOR,AL,,,,
20131105,,,,,71109,diazj004,Fg,BOS,AL,,,,,,
20121207,,,,,70403,diazj004,F ,,,BOS,AL,,,,
20121103,,,,,70402,diazj004,Fg,TOR,AL,,,,,,
20060606,,,20060613,,70401,diazj004,Da,,,TOR,AL,,12,,
20121120,,,,,73327,diazj005,F ,,,CIN,NL,,,,
20121103,,,,,73326,diazj005,Fg,PIT,NL,,,,,,
20111110,,,,,73325,diazj005,F ,,,PIT,NL,,,,
20111102,,,,,73324,diazj005,Fg,BAL,AL,,,,,,
20101220,,,,,73323,diazj005,F ,,,BAL,AL,,,,
20101106,,,,,73322,diazj005,Fg,BAL,AL,,,,,,
20100405,,,,,73321,diazj005,F ,,,BAL,AL,,,,
20100402,,,,,73320,diazj005,R ,TEX,AL,,,,,,
20081025,,,,,73319,diazj005,F ,,,TEX,AL,,,,
20071029,,,,,73318,diazj005,Fg,LAN,NL,,,,,,
20010514,,,,,73317,diazj005,Fa,,,LAN,NL,,,,
20141211,,,,,74880,diazj006,T ,ANA,AL,COL,NL,,,,
20070801,,,,,73872,diazj006,Fa,,,ANA,AL,,,,
19880819,,,,,51620,diazm001,T ,PIT,NL,CHA,AL,,,,
19850427,,,,,51354,diazm001,T ,PHI,NL,PIT,NL,,,,
19840326,,,,,51274,diazm001,T ,CHN,NL,PHI,NL,,,,
19881212,,,,,10925,diazm001,R ,CHA,AL,,,,,,
19780606,,,,,10924,diazm001,Da,,,CHN,NL,,30,,
19900619,,,,,51783,diazm002,T ,SEA,AL,NYN,NL,,,,
19960104,,,,,10946,diazm002,F ,,,CLE,AL,,,,
19951016,,,,,10945,diazm002,Fg,FLO,NL,,,,,,
19950405,,,,,10944,diazm002,F ,,,FLO,NL,,,,
19950217,,,,,10943,diazm002,Fg,FLO,NL,,,,,,
19940530,,,,,10942,diazm002,F ,,,FLO,NL,,,,
19940525,,,,,10941,diazm002,R ,BOS,AL,,,,,,
19940409,,,,,10940,diazm002,F ,,,BOS,AL,,,,
19940330,,,,,10939,diazm002,R ,FLO,NL,,,,,,
19931215,,,,,10938,diazm002,F ,,,FLO,NL,,,,
19931015,,,,,10937,diazm002,Fg,TEX,AL,,,,,,
19930113,,,,,10936,diazm002,F ,,,TEX,AL,,,,
19921015,,,,,10935,diazm002,Fg,TEX,AL,,,,,,
19920619,,,,,10934,diazm002,F ,,,TEX,AL,,,,
19920529,,,,,10933,diazm002,R ,SEA,AL,,,,,,
19920404,,,,,10932,diazm002,F ,,,SEA,AL,,,,
19920401,,,,,10931,diazm002,R ,MIL,AL,,,,,,
19911216,,,,,10930,diazm002,F ,,,MIL,AL,,,,
19911015,,,,,10929,diazm002,Fg,TEX,AL,,,,,,
19901214,,,,,10928,diazm002,F ,,,TEX,AL,,,,
19901015,,,,,10927,diazm002,Fg,NYN,NL,,,,,,
19781221,,,,,10926,diazm002,Fa,,,SEA,AL,,,,
20131031,,,,,70933,diazm003,Fg,MIA,NL,,,,,,
20130325,,,,,69888,diazm003,F ,,,MIA,NL,,,,
20130317,,,,,69851,diazm003,R ,NYA,AL,,,,,,
20121226,,,,,69665,diazm003,F ,,,NYA,AL,,,,
20121029,,,,,65463,diazm003,Fg,ATL,NL,,,,,,
20110831,,,,,62990,diazm003,T ,PIT,NL,ATL,NL,,,,
20101214,,,,,61084,diazm003,F ,,,PIT,NL,,,,
20101202,,,,,61083,diazm003,Fg,ATL,NL,,,,,,
20050222,2,,,,58502,diazm003,Fg,BAL,AL,,,,,,
20050222,1,,,,58501,diazm003,W ,TBA,AL,BAL,AL,,,,
20051219,,,,,53221,diazm003,T ,KCA,AL,ATL,NL,,,,
20050224,,,,,10949,diazm003,F ,,,KCA,AL,,,,
19990602,,,19990624,,10947,diazm003,Da,,,TBA,AL,,17,,
20151106,,,,,77409,diazr001,Fg,MIL,NL,,,,,,
20150226,,,,,77408,diazr001,F ,,,MIL,NL,,,,
20141104,,,,,74397,diazr001,Fg,MIL,NL,,,,,,
20130118,,,,,69698,diazr001,F ,,,MIL,NL,,,,
20120812,,,,,69519,diazr001,F ,,,TEX,AL,,,,
20111223,,,,,69257,diazr001,F ,,,ANA,AL,,,,
20121103,,,,,67173,diazr001,Fg,TEX,AL,,,,,,
20120807,,,,,65464,diazr001,R ,ANA,AL,,,,,,
20111102,,,,,63364,diazr001,Fg,TEX,AL,,,,,,
20110118,,,,,61086,diazr001,F ,,,TEX,AL,,,,
20101106,,,,,61085,diazr001,Fg,DET,AL,,,,,,
20091209,,,,,58504,diazr001,F ,,,DET,AL,,,,
20091130,,,,,58503,diazr001,Fg,PIT,NL,,,,,,
20080825,,,,,57995,diazr001,T ,TOR,AL,PIT,NL,,,,
20001119,,,,,54268,diazr001,Fa,,,TOR,AL,,,,
20060830,,,,,60586,diazv001,T ,NYN,NL,TEX,AL,,,,
20091109,,,,,58506,diazv001,Fg,BAL,AL,,,,,,
20090719,,,,,58505,diazv001,F ,,,BAL,AL,,,,
20081103,,,,,55245,diazv001,Fg,SEA,AL,,,,,,
20080508,,,,,55244,diazv001,F ,,,SEA,AL,,,,
20080502,,,,,55243,diazv001,R ,HOU,NL,,,,,,
20080115,,,,,55242,diazv001,F ,,,HOU,NL,,,,
20030714,,,,,52971,diazv001,T ,LAN,NL,NYN,NL,,,,
20071128,,,,,10951,diazv001,R ,TEX,AL,,,,,,
20000605,,,20010519,,10950,diazv001,Da,,,LAN,NL,,37,,
19951213,,,,,10960,dibbr001,F ,,,CHN,NL,,,,
19951030,,,,,10959,dibbr001,Fg,MIL,AL,,,,,,
19950731,,,,,10958,dibbr001,F ,,,MIL,AL,,,,
19950717,,,,,10957,dibbr001,R ,CHA,AL,,,,,,
19950228,,,,,10956,dibbr001,F ,,,CHA,AL,,,,
19941011,,,,,10955,dibbr001,Fg,CIN,NL,,,,,,
19830606,,,,,10954,dibbr001,Da,,,CIN,NL,S,1,20,
19820607,,,,,10953,dibbr001,Dn,,,SLN,NL,,11,,
19250506,,,,,57072,dibup101,R ,CIN,NL,,,,,,
19590506,,,,,49601,Dick Hanlon,T ,LAN,NL,CIN,NL,,,,
19441209,,,,,49133,Dick Hearn,T ,NYA,AL,Seattle,(PCL),,,,
19521009,,,,,64613,Dick Kinaman,T ,CLE,AL,CIN,NL,,,,
19450500,,,,,72265,Dick Oder,T ,CIN,NL,Middletown,(Ohio State),,,,
20110607,,,20110714,,76776,dicka001,Da,,,PIT,NL,,3,,
20080605,,,,,76775,dicka001,Dn,,,WAS,NL,,48,,
20131125,,,,,75893,dicka001,T ,PIT,NL,SDN,NL,,,,
20060810,,,,,62465,dickb001,Fa,,,SLN,NL,,,,
19280000,,,,,57073,dickb101,P ,Jackson,(Cotton States),NYA,AL,,,,"$12,500 "
19460920,,,,,10962,dickb101,R ,NYA,AL,,,,,,
20151106,,,,,77526,dickc001,Fg,TOR,AL,,,,,,
20150221,,,,,75934,dickc001,F ,,,TOR,AL,,,,
20140916,,,,,73887,dickc001,Fg,CLE,AL,,,,,,
20140707,,,,,73449,dickc001,T ,PIT,NL,CLE,AL,,,,
20140106,,,,,71998,dickc001,F ,,,PIT,NL,,,,
20131101,,,,,70892,dickc001,Fg,BAL,AL,,,,,,
20130129,,,,,69720,dickc001,F ,,,BAL,AL,,,,
20130111,,,,,67176,dickc001,R ,NYA,AL,,,,,,
20110325,,,,,62920,dickc001,T ,MIL,NL,NYA,AL,,,,
20100809,,,,,60697,dickc001,T ,CIN,NL,MIL,NL,,,,
20000605,,,,,55246,dickc001,Dn,,,NYA,AL,,32,,
20030603,,,20030609,,54270,dickc001,Da,,,CIN,NL,,16,,
20100608,,,20100609,,70371,dickc002,Da,,,COL,NL,,8,,
19420410,,,,,10963,dicke101,R ,BOS,AL,,,,,,
19400815,,,,,57074,dickg101,P ,Oklahoma City,(Texas),CHA,AL,,,,
19390218,,,,,10964,dickg101,P ,BOS,AL,Oklahoma City,(Texas),,,,
19160915,,,,,10965,dickg102,D ,Dothan,(Dixie),CLE,AL,,,,
20041015,,,,,10975,dickj001,Fg,KCA,AL,,,,,,
20040603,,,,,10974,dickj001,P ,Somerset,(Atlantic),KCA,AL,,,,
20020531,,,,,10973,dickj001,R ,SFN,NL,,,,,,
20020527,,,,,10972,dickj001,F ,,,SFN,NL,,,,
20020523,,,,,10971,dickj001,R ,TBA,AL,,,,,,
20011114,,,,,10970,dickj001,F ,,,TBA,AL,,,,
20011015,,,,,10969,dickj001,Fg,TOR,AL,,,,,,
20001207,,,,,10968,dickj001,F ,,,TOR,AL,,,,
20001006,,,,,10967,dickj001,Fg,ANA,AL,,,,,,
19940602,,,19940606,,10966,dickj001,Da,,,CAL,AL,,6,,
19640120,,,,,49844,dickj101,T ,HOU,NL,CIN,NL,,,,
19641130,,,,,10978,dickj101,D ,CIN,NL,KC1,AL,,,,
19611127,,,,,10977,dickj101,Dm,PIT,NL,HOU,NL,,,,
19580000,,,,,10976,dickj101,Fa,,,PIT,NL,,,,
19430928,,,,,53539,dickj102,P ,Hollywood,(PCL),CHA,AL,,,,
19381216,,,,,49012,dickj102,T ,PIT,NL,BSN,NL,,,,
19401205,,,,,10980,dickj102,P ,NY1,NL,Hollywood,(PCL),,,,
19390410,,,,,10979,dickj102,P ,BSN,NL,NY1,NL,,,,
19900604,,,19900611,,10982,dickl001,Da,,,CHN,NL,,1,23,
19870602,,,,,10981,dickl001,Dn,,,HOU,NL,,37,,
19220815,,@,,,53540,dickl101,P ,Memphis,(Southern Association),BRO,NL,,,,"$10,000 "
19240614,,,,,48660,dickl101,T ,BRO,NL,SLN,NL,,,,
19580822,,,,,49564,dickm101,T ,KC1,AL,NYA,AL,,,,
19560511,,,,,49475,dickm101,T ,PHI,NL,SLN,NL,,,,
19540113,,,,,49391,dickm101,T ,PIT,NL,PHI,NL,,,,
19591005,,,,,10988,dickm101,R ,KC1,AL,,,,,,
19590509,,,,,10987,dickm101,P ,NYA,AL,KC1,AL,,,,
19580128,,,,,10986,dickm101,F ,,,KC1,AL,,,,
19571015,,,,,10985,dickm101,R ,SLN,NL,,,,,,
19490129,,,,,10984,dickm101,P ,SLN,NL,PIT,NL,,,,"$125,000 "
19370000,,,,,10983,dickm101,Fa,,,SLN,NL,,,,"$125,000 "
19630000,,,,,10989,dickp101,Fa,,,CLE,AL,,,,
20121217,,,,,75880,dickr001,T ,NYN,NL,TOR,AL,,,,
20091221,,,,,58508,dickr001,F ,,,NYN,NL,,,,
20091006,,,,,58507,dickr001,Fg,MIN,AL,,,,,,
20080329,2,,,,56502,dickr001,T ,MIN,AL,SEA,AL,,,,
20081226,,,,,55249,dickr001,F ,,,MIN,AL,,,,
20081209,,,,,55248,dickr001,Fg,SEA,AL,,,,,,
20080329,1,,,,55247,dickr001,Dr,SEA,AL,MIN,AL,,,,
20071206,,,,,10996,dickr001,D ,MIN,AL,SEA,AL,,,,
20071129,,,,,10995,dickr001,F ,,,MIN,AL,,,,
20071029,,,,,10994,dickr001,Fg,MIL,NL,,,,,,
20070110,,,,,10993,dickr001,F ,,,MIL,NL,,,,
20061011,,,,,10992,dickr001,Fg,TEX,AL,,,,,,
19960604,,,19960912,,10991,dickr001,Da,,,TEX,AL,,1,18,
19930603,,,,,10990,dickr001,Dn,,,DET,AL,,10,,
19140000,,,,,65466,dickw101,J ,Rochester,(International),PTF,FL,,,,
19131222,,,,,65465,dickw101,P ,BSN,NL,Rochester,(International),,,,
19110901,,,,,53542,dickw101,D ,Memphis,(Southern Association),BSN,NL,,,,
19100920,,@,,,53541,dickw101,P ,NY1,NL,Baltimore,(Eastern),,,,
19090901,,,,,10997,dickw101,D ,Birmingham,(Southern Association),NY1,NL,,,,
19741209,,,,,50582,didib101,T ,BOS,AL,HOU,NL,,,,
19730514,,,,,50440,didib101,T ,ATL,NL,DET,AL,,,,
19740328,,,,,11000,didib101,P ,DET,AL,BOS,AL,,,,
19670606,,,,,10999,didib101,Da,,,ATL,NL,,4,,
20111207,,,,,69173,Diego Goris,T ,PIT,NL,KCA,AL,,,,
19030531,,,,,11001,diehe101,U ,,,PIT,NL,,,,
20150731,,,,,76697,diekj001,T ,PHI,NL,TEX,AL,,,,
20070607,,,20070622,,65467,diekj001,Da,,,PHI,NL,,30,,
19531008,,,,,49380,dierc101,T ,NY1,NL,San Francisco,(PCL),,,,
19511211,,,,,49325,dierc101,T ,SLN,NL,NY1,NL,,,,
19531130,,,,,11003,dierc101,D ,San Francisco,(PCL),BAL,AL,,,,
19410000,,,,,11002,dierc101,Fa,,,SLN,NL,,,,
19761123,,,,,50713,dierl101,T ,HOU,NL,SLN,NL,,,,
19780328,,,,,11005,dierl101,R ,SLN,NL,,,,,,
19640000,,,,,11004,dierl101,Fa,,,HOU,NL,,,,
19321221,,,,,75710,dietb101,T ,Portland,(PCL),PHA,AL,,,,
19480614,,,,,11010,dietb101,R ,PHA,AL,,,,,,
19470000,,,,,11009,dietb101,F ,,,PHA,AL,,,,
19460918,,,,,11008,dietb101,R ,CHA,AL,,,,,,
19360720,,,,,11007,dietb101,W ,WS1,AL,CHA,AL,,,,
19360701,,,,,11006,dietb101,W ,PHA,AL,WS1,AL,,,,
20100608,,,20100617,,75887,dietd001,Da,,,TBA,AL,,2,,
20070607,,,,,70139,dietd001,Dn,,,HOU,NL,,3,,
20121204,,,,,68186,dietd001,T ,TBA,AL,MIA,NL,,,,
19740325,,,,,11014,dietd101,R ,ATL,NL,,,,,,
19730327,,,,,11013,dietd101,P ,LAN,NL,ATL,NL,,,,
19720414,,,,,11012,dietd101,W ,SFN,NL,LAN,NL,,,,
19600000,,,,,11011,dietd101,Fa,,,SFN,NL,,,,
19430615,,,,,49112,dietd102,T ,PIT,NL,PHI,NL,,,,
19400129,,,,,11016,dietd102,F ,,,CIN,NL,,,,
19400114,,,,,11015,dietd102,Fg,DET,AL,,,,,,
19500000,,,,,11017,dietr101,Fa,,,WS1,AL,,,,
19471110,,,,,11019,difaj101,D ,NYA,AL,WS1,AL,,,,
19441107,,,,,11018,difaj101,Dm,Little Rock,(Southern Association),NYA,AL,,,,
20051015,,@,,,59702,difem001,U ,NYN,NL,,,,,,
20080901,,,,,55250,difem001,R ,TBA,AL,,,,,,
20010725,,,,,52783,difem001,T ,TBA,AL,ARI,NL,,,,
20080106,,,,,11040,difem001,F ,,,TBA,AL,,,,
20071030,,,,,11039,difem001,Fg,NYN,NL,,,,,,
20060530,,,,,11038,difem001,F ,,,NYN,NL,,,,
20060323,,,,,11037,difem001,R ,WAS,NL,,,,,,
20060219,,,,,11036,difem001,F ,,,WAS,NL,,,,
20050415,,,,,11034,difem001,F ,,,NYN,NL,,,,
20050327,,,,,11033,difem001,R ,FLO,NL,,,,,,
20041224,,,,,11032,difem001,F ,,,FLO,NL,,,,
20041012,,,,,11031,difem001,Fg,CHN,NL,,,,,,
20040831,,,,,11030,difem001,C ,DET,AL,CHN,NL,,,,
20040413,,,,,11029,difem001,F ,,,DET,AL,,,,
20040403,,,,,11028,difem001,R ,DET,AL,,,,,,
20031218,,,,,11027,difem001,F ,,,DET,AL,,,,
20031026,,,,,11026,difem001,Fg,KCA,AL,,,,,,
20030109,,,,,11025,difem001,F ,,,KCA,AL,,,,
20021101,,,,,11024,difem001,Fg,SLN,NL,,,,,,
20011120,,,,,11023,difem001,F ,,,SLN,NL,,,,
20010904,,,,,11022,difem001,R ,ARI,NL,,,,,,
19971118,,,,,11021,difem001,X ,SLN,NL,TBA,AL,,,20,
19910603,,,19910606,,11020,difem001,Da,,,SLN,NL,,11,,
20111102,,,,,63366,difem002,Fg,MIL,NL,,,,,,
20091215,,,,,58510,difem002,F ,,,MIL,NL,,,,
20091212,,,,,58509,difem002,Fg,MIL,NL,,,,,,
20070123,,,,,54280,difem002,F ,,,MIL,NL,,,,
20060330,,,,,54279,difem002,R ,CHN,NL,,,,,,
20051227,,,,,54278,difem002,F ,,,CHN,NL,,,,
20050608,,,,,54277,difem002,R ,WAS,NL,,,,,,
20050104,,,,,54276,difem002,F ,,,WAS,NL,,,,
20041015,,,,,54275,difem002,Fg,BAL,AL,,,,,,
20040409,,,,,54274,difem002,F ,,,BAL,AL,,,,
20040331,,,,,54273,difem002,R ,COL,NL,,,,,,
19980602,,,19980606,,54272,difem002,Da,,,COL,NL,,15,,
20100603,,,,,76264,difow001,Fa,,,WAS,NL,,,,
20020723,,,,,52888,diggb001,T ,LAN,NL,MIL,NL,,,,
20051208,,,,,11043,diggb001,D ,MIL,NL,HOU,NL,,,,
20000605,,,20000823,,11042,diggb001,Da,,,LAN,NL,,1,17,
19980602,,,,,11041,diggb001,Dn,,,SLN,NL,,1,32,
19681204,,,,,50081,dilaj101,T ,DET,AL,NYN,NL,,,,
19691201,,,,,11045,dilaj101,D ,NYN,NL,HOU,NL,,,,
19630000,,,,,11044,dilaj101,Fa,,,DET,AL,,,,
19700505,,@,,,50190,dillb101,T ,SLN,NL,MON,NL,,,,
19691205,,,,,11047,dillb101,P ,BAL,AL,SLN,NL,,,,
19650608,,,,,11046,dillb101,Da,,,BAL,AL,,6,,
19491213,,,,,72272,dillb102,T ,SLA,AL,PHA,AL,,,,
19500720,,,,,65468,dillb102,P ,PHA,AL,PIT,NL,,,,
19510516,,,,,11050,dillb102,P ,PIT,NL,CHA,AL,,,,
19390000,,,,,11048,dillb102,Fa,,,SLA,AL,,,,
19660405,,,,,49939,dilld101,T ,ATL,NL,NYN,NL,,,,
