DATE,TIME,APPX,SECONDARY DATE,APPX 2,TRANS_ID,BBREFID,TYPE,FROMT,FLEAGUE,TTEAM,TLEAGUE,,,,
19950724,,,,,30551,murpr001,R ,FLO,NL,,,,,,
19950612,,,,,30550,murpr001,F ,,,FLO,NL,,,,
19950516,,,,,30549,murpr001,R ,LAN,NL,,,,,,
19950412,,,,,30548,murpr001,F ,,,LAN,NL,,,,
19941028,,,,,30547,murpr001,Fg,NYA,AL,,,,,,
19940803,,,,,30546,murpr001,W ,SLN,NL,NYA,AL,,,,
19930107,,,,,30545,murpr001,F ,,,SLN,NL,,,,
19921029,,,,,30544,murpr001,Fg,HOU,NL,,,,,,
19920127,,,,,30543,murpr001,F ,,,HOU,NL,,,,
19911220,,,,,30542,murpr001,Fg,SEA,AL,,,,,,
19810113,,,,,30541,murpr001,Da,,,CIN,NL,S,1,3,
19780606,,,,,30540,murpr001,Dn,,,MIL,AL,,29,,
20090716,,,,,59064,murpt001,R ,KCA,AL,,,,,,
20081218,,,,,55899,murpt001,F ,,,KCA,AL,,,,
20081103,,,,,55898,murpt001,Fg,FLO,NL,,,,,,
20080703,,,,,55897,murpt001,F ,,,FLO,NL,,,,
20080702,,,,,55896,murpt001,R ,WAS,NL,,,,,,
20071123,,,,,30556,murpt001,F ,,,WAS,NL,,,,
20071029,,,,,30555,murpt001,Fg,ANA,AL,,,,,,
20000605,,,20000705,,30554,murpt001,Da,,,ANA,AL,,3,,
19970603,,,,,30553,murpt001,Dn,,,ARI,NL,,50,,
20120605,,,20120614,,76971,murpt002,Da,,,COL,NL,,3,,
19760603,,,,,50687,murpt101,T ,MIL,AL,BOS,AL,,,,
19731208,,,,,50505,murpt101,T ,SLN,NL,MIL,AL,,,,
19730508,,,,,50438,murpt101,T ,KCA,AL,SLN,NL,,,,
19720505,,,,,50347,murpt101,T ,CAL,AL,KCA,AL,,,,
19790512,,,,,30561,murpt101,R ,TOR,AL,,,,,,
19770727,,,,,30560,murpt101,P ,BOS,AL,TOR,AL,,,,
19670128,,,,,30559,murpt101,Da,,,CAL,AL,S,1,6,
19660607,,,,,30558,murpt101,Dn,,,SFN,NL,S,4,,
19650608,,,,,30557,murpt101,Dn,,,HOU,NL,,18,,
20100622,,,,,61690,murra001,R ,MIL,NL,,,,,,
20091209,,,,,59066,murra001,F ,,,MIL,NL,,,,
20091109,,,,,59065,murra001,Fg,TEX,AL,,,,,,
20000605,,,20010527,,30562,murra001,Da,,,TEX,AL,,19,,
19360819,,@,,,66139,murra101,R ,BSN,NL,,,,,,
19360629,,,,,30563,murra101,Fa,,,BSN,NL,,,,
20051015,,,,,30573,murrc001,Fg,CHN,NL,,,,,,
20041214,,,,,30572,murrc001,F ,,,CHN,NL,,,,
20041009,,,,,30571,murrc001,Fg,CHN,NL,,,,,,
20040122,,,,,30570,murrc001,F ,,,CHN,NL,,,,
20030814,,,,,30569,murrc001,R ,LAN,NL,,,,,,
20021226,,,,,30568,murrc001,F ,,,LAN,NL,,,,
20021015,,,,,30567,murrc001,Fg,TEX,AL,,,,,,
20020422,,,,,30566,murrc001,P ,SFN,NL,TEX,AL,,,,
19920601,,,19921122,,30565,murrc001,Da,,,SFN,NL,,1,7,
19890605,,,,,30564,murrc001,Dn,,,CLE,AL,,1,11,
20110607,,,20110620,,76917,murrc002,Da,,,PHI,NL,,13,,
19821209,,,,,51171,murrd001,T ,TOR,AL,NYA,AL,,,,
19780519,,,,,50850,murrd001,T ,CIN,NL,NYN,NL,,,,
19761216,,,,,50730,murrd001,T ,MON,NL,CIN,NL,,,,
19850507,,,,,30581,murrd001,F ,,,TEX,AL,,,,
19850429,,,,,30580,murrd001,R ,NYA,AL,,,,,,
19831121,,,,,30579,murrd001,F ,,,NYA,AL,,,,
19831107,,,,,30578,murrd001,Fg,NYA,AL,,,,,,
19810120,,,,,30577,murrd001,F ,,,TOR,AL,,,,
19800828,,,,,30576,murrd001,R ,MON,NL,,,,,,
19790830,,,,,30575,murrd001,P ,NYN,NL,MON,NL,,,,
19700604,,,,,30574,murrd001,Da,,,MON,NL,,18,,
19990914,,,,,52593,murrd002,T ,NYN,NL,KCA,AL,,,,
19950601,,,19950608,,30582,murrd002,Da,,,NYN,NL,,10,,
19960721,,,,,52242,murre001,T ,CLE,AL,BAL,AL,,,,
19881204,,,,,51646,murre001,T ,BAL,AL,LAN,NL,,,,
19971030,,,,,30594,murre001,Fg,LAN,NL,,,,,,
19970820,,,,,30593,murre001,F ,,,LAN,NL,,,,
19970814,,,,,30592,murre001,R ,ANA,AL,,,,,,
19961218,,,,,30591,murre001,F ,,,ANA,AL,,,,
19961118,,,,,30590,murre001,Fg,BAL,AL,,,,,,
19951207,,,,,30589,murre001,F ,,,CLE,AL,,,,
19951106,,,,,30588,murre001,Fg,CLE,AL,,,,,,
19931202,,,,,30587,murre001,F ,,,CLE,AL,,,,
19931101,,,,,30586,murre001,Fg,NYN,NL,,,,,,
19911127,,,,,30585,murre001,F ,,,NYN,NL,,,,
19911029,,,,,30584,murre001,Fg,LAN,NL,,,,,,
19730605,,,19730701,,30583,murre001,Da,,,BAL,AL,,3,,
19960129,,,,,72520,murrg001,T ,BOS,AL,PHI,NL,,,,
19940323,,,,,52060,murrg001,T ,MON,NL,BOS,AL,,,,
19961004,,,,,30596,murrg001,W ,PHI,NL,CIN,NL,,,,
19890605,,,19890624,,30595,murrg001,Da,,,MON,NL,,2,,
19330601,1,,,,59740,murrg101,P ,Dallas,(Texas),BSN,NL,,,,
19330601,,,,,48842,murrg101,T ,BSN,NL,Minneapolis,(American Association),,,,
19230130,,,,,48635,murrg101,T ,NYA,AL,BOS,AL,,,,
20011218,,,,,30605,murrh001,F ,,,CLE,AL,,,,
20011120,,,,,30604,murrh001,R ,DET,AL,,,,,,
20010118,,,,,30603,murrh001,F ,,,DET,AL,,,,
20001018,,,,,30602,murrh001,Fg,LAN,NL,,,,,,
20000405,,,,,30601,murrh001,F ,,,LAN,NL,,,,
20000329,,,,,30600,murrh001,R ,CIN,NL,,,,,,
19991006,,,,,30599,murrh001,W ,SDN,NL,CIN,NL,,,,
19940602,,,19940614,,30598,murrh001,Da,,,SDN,NL,,3,,
19740401,,,,,30608,murri101,W ,SDN,NL,ATL,NL,,,,
19681014,,,,,30607,murri101,X ,HOU,NL,SDN,NL,,,42,
19630000,,,,,30606,murri101,Fa,,,HOU,NL,,,,
19140711,,,,,30610,murrj101,P ,BSN,NL,St Paul,(American Association),,,,
19140422,,,,,30609,murrj101,P ,Buffalo,(International),BSN,NL,,,,
19470700,,,,,72266,murrj102,T ,NYA,AL,Bridgeport,(Colonial),,,,
19500000,,,,,30614,murrj102,M ,West Palm Beach,(Florida International),PHA,AL,,,,
19490000,,,,,30613,murrj102,U ,WS1,AL,West Palm Beach,(Florida International),,,,
19480100,,,,,30612,murrj102,M ,Bridgeport,(Colonial),WS1,AL,,,,
19400000,,,,,30611,murrj102,Fa,,,NYA,AL,,,,
19770427,,,,,50765,murrl101,T ,NYA,AL,OAK,AL,,,,
19710608,,,,,30615,murrl101,Da,,,NYA,AL,,5,,
19950831,,,,,52155,murrm001,T ,ATL,NL,BOS,AL,,,,
19880601,,,,,30616,murrm001,Da,,,ATL,NL,,2,,
19831120,,,,,30622,murrr101,Fg,SFN,NL,,,,,,
19830404,,,,,30621,murrr101,F ,,,SFN,NL,,,,
19830219,,,,,30620,murrr101,R ,MON,NL,,,,,,
19820607,,,,,30619,murrr101,P ,CLE,AL,MON,NL,,,,
19811207,,,,,30618,murrr101,D ,SFN,NL,CLE,AL,,,,
19750603,,,,,30617,murrr101,Da,,,SFN,NL,,6,,
19540401,,,,,66140,murrr102,P ,PHA,AL,BAL,AL,,,,"$20,000 "
19510430,,,,,49292,murrr102,T ,CLE,AL,PHA,AL,,,,
19460000,,,,,30623,murrr102,Fo,,,CLE,AL,,,,
19150702,,,,,75763,murrr103,R ,NY1,NL,,,,,,
19150707,,,,,75762,murrr103,F ,,,CHN,NL,,,,
19081212,,,,,48415,murrr103,T ,SLN,NL,NY1,NL,,,,
19471118,,,,,49195,murtd101,T ,BSN,NL,PIT,NL,,,,
19461101,,,,,30628,murtd101,D ,SLN,NL,BSN,NL,,,,
19460502,,,,,30627,murtd101,P ,PHI,NL,SLN,NL,,,,
19410628,,,,,30626,murtd101,P ,SLN,NL,PHI,NL,,,,
19370000,,,,,30625,murtd101,Fa,,,SLN,NL,,,,
20080708,,,,,60598,murtm001,T ,CHN,NL,OAK,AL,,,,
20091207,,,,,59067,murtm001,R ,COL,NL,,,,,,
20090204,,,,,56558,murtm001,T ,OAK,AL,COL,NL,,,,
20040731,,,,,53096,murtm001,T ,BOS,AL,CHN,NL,,,,
20030603,,,20030708,,30629,murtm001,Da,,,BOS,AL,,1,32,
19750615,,,,,50621,muset101,T ,CHA,AL,BAL,AL,,,,
19710331,,,,,50263,muset101,T ,BOS,AL,CHA,AL,,,,
19780404,,,,,30633,muset101,F ,,,MIL,AL,,,,
19780221,,,,,30632,muset101,R ,BAL,AL,,,,,,
19670000,,,,,30631,muset101,Fa,,,BOS,AL,,,,
19660129,,,,,30630,muset101,Dn,,,SFN,NL,,3,,
19640620,,,,,30634,musgd101,Fa,,,NYN,NL,,,,
19380000,,,,,30635,musis101,Fa,,,SLN,NL,,,,
19890731,,,,,51718,mussj001,T ,TOR,AL,NYN,NL,,,,
19901220,,,,,30637,mussj001,Fg,NYN,NL,,,,,,
19850603,,,,,30636,mussj001,Da,,,TOR,AL,,6,,
20081105,,,,,55901,mussm001,Fg,NYA,AL,,,,,,
20001207,,,,,55900,mussm001,F ,,,NYA,AL,,,,
20061127,,,,,30643,mussm001,F ,,,NYA,AL,,,,
20061031,,,,,30642,mussm001,Fg,NYA,AL,,,,,,
20001027,,,,,30640,mussm001,Fg,BAL,AL,,,,,,
19900604,,,19900728,,30639,mussm001,Da,,,BAL,AL,,1,20,
19870602,,,,,30638,mussm001,Dn,,,BAL,AL,,11,,
20100202,,,,,59069,mussn001,F ,,,NYN,NL,,,,
20090426,,,,,59068,mussn001,R ,HOU,NL,,,,,,
20090305,,,,,57487,mussn001,F ,,,HOU,NL,,,,
20090227,,,,,57486,mussn001,R ,KCA,AL,,,,,,
20061120,,,,,30650,mussn001,F ,,,KCA,AL,,,,
20061015,,,,,30649,mussn001,Fg,KCA,AL,,,,,,
20060524,,,,,30648,mussn001,F ,,,KCA,AL,,,,
20060523,,,,,30647,mussn001,R ,ARI,NL,,,,,,
20060130,,,,,30646,mussn001,F ,,,ARI,NL,,,,
20051015,,,,,30645,mussn001,Fg,NYN,NL,,,,,,
19990602,,,19990623,,30644,mussn001,Da,,,NYN,NL,,2,,
19110901,,,,,53727,mussp101,D ,Canton,(Ohio-Pennsylvania),WS1,AL,,,,
19870612,,,,,51502,mussr001,T ,MIN,AL,BAL,AL,,,,
19821221,,,,,51179,mussr001,T ,SEA,AL,TEX,AL,,,,
19870000,2,,,,30660,mussr001,F ,,,MIN,AL,,,,
19870000,1,,,,30659,mussr001,U ,TOR,AL,,,,,,
19860331,,,,,30658,mussr001,F ,,,TOR,AL,,,,
19860328,,,,,30657,mussr001,R ,CLE,AL,,,,,,
19851212,,,,,30656,mussr001,F ,,,CLE,AL,,,,
19851015,,,,,30655,mussr001,Fg,TOR,AL,,,,,,
19840608,,,,,30654,mussr001,P ,TEX,AL,TOR,AL,,,,
19770607,,,,,30653,mussr001,Da,,,SEA,AL,,5,,
19760608,,,,,30652,mussr001,Dn,,,HOU,NL,S,2,,
19750603,,,,,30651,mussr001,Dn,,,CAL,AL,,22,,
19431106,,,,,30662,musta101,Dm,PHI,NL,PIT,NL,,,,
19410322,,,,,30661,musta101,R ,BOS,AL,,,,,,
19931129,,,,,30665,mutij001,W ,CLE,AL,FLO,NL,,,,
19880601,,,,,30664,mutij001,Da,,,CLE,AL,,1,27,
19850603,,,,,30663,mutij001,Dn,,,CLE,AL,,34,,
19221231,,,,,75571,myatg101,T ,Milwaukee,(American Association),CLE,AL,,,,
19220000,,,,,66742,myatg101,T ,PHA,AL,Milwaukee,(American Association),,,,
19190728,,,,,48594,myatg101,P ,Houston,(Texas),PHA,AL,,,,
19350526,,,,,30667,myatg101,F ,,,NY1,NL,,,,
19350523,,,,,30666,myatg101,R ,CLE,AL,,,,,,
19370823,,,,,48959,myatg102,P ,San Diego,(PCL),NY1,NL,,,,
19351122,,,,,48907,myatg102,P ,Hollywood,(PCL),BOS,AL,,,,
19421102,,,,,30670,myatg102,D ,SLN,NL,WS1,AL,,,,
19410325,,@,,,30669,myatg102,P ,NY1,NL,SLN,NL,,,,
19360825,,,,,30668,myatg102,Pr,BOS,AL,San Diego,(PCL),,,,
18870309,2,,,,48203,myera101,V ,,,WS8,NL,,,,"$2,500 "
18870309,1,,,,48201,myera101,Vg,KCN,NL,,,,,,
18890701,,,,,30672,myera101,P ,WS8,NL,PHI,NL,,,,"$4,000 "
18860000,,,,,30671,myera101,P ,PHI,NL,KCN,NL,,,,
20120721,,,,,72635,myerb001,T ,HOU,NL,CHA,AL,,,,
20130829,,,,,70710,myerb001,R ,CLE,AL,,,,,,
20130104,,,,,67578,myerb001,F ,,,CLE,AL,,,,
20121030,,,,,66141,myerb001,Fg,CHA,AL,,,,,,
20100108,,,,,59071,myerb001,F ,,,HOU,NL,,,,
20091106,,,,,59070,myerb001,Fg,PHI,NL,,,,,,
19990602,,,19990709,,30673,myerb001,Da,,,PHI,NL,,1,12,
19340806,,,,,57488,myerb101,P ,SLN,NL,NY1,NL,,,,
19401204,,,,,49062,myerb101,T ,CIN,NL,CHN,NL,,,,
19341214,,,,,48895,myerb101,T ,NY1,NL,CIN,NL,,,,
18970000,,,,,66693,myerb102,T ,SLN,NL,Milwaukee,(Western),,,,
19250602,,,,,57489,myerb103,P ,New Orleans,(Southern Association),WS1,AL,,,,"$25,000 "
19281215,,,,,48746,myerb103,T ,BOS,AL,WS1,AL,,,,
19270502,,,,,48713,myerb103,T ,WS1,AL,BOS,AL,,,,
19411007,,,,,30675,myerb103,R ,WS1,AL,,,,,,
19190301,,,,,66734,myere101,T ,PHA,AL,CLE,AL,,,,
19130000,,,,,66142,myere101,Fa,,,PHA,AL,,,,
19200802,,,,,59741,myere101,W ,CLE,AL,BOS,AL,,,,
19990726,,,,,52565,myerg001,T ,SDN,NL,ATL,NL,,,,
19970905,,,,,52370,myerg001,T ,MIN,AL,ATL,NL,,,,
19920730,,,,,51934,myerg001,T ,TOR,AL,CAL,AL,,,,
20050426,,,,,30692,myerg001,Fg,TOR,AL,,,,,,
20041119,,,,,30691,myerg001,F ,,,TOR,AL,,,,
20041029,,,,,30690,myerg001,Fg,TOR,AL,,,,,,
20021216,,,,,30689,myerg001,F ,,,TOR,AL,,,,
20021029,,,,,30688,myerg001,Fg,OAK,AL,,,,,,
20011115,,,,,30687,myerg001,F ,,,OAK,AL,,,,
20011105,,,,,30686,myerg001,Fg,OAK,AL,,,,,,
20010623,,,,,30685,myerg001,F ,,,OAK,AL,,,,
20010614,,,,,30684,myerg001,R ,BAL,AL,,,,,,
19991217,,,,,30683,myerg001,F ,,,BAL,AL,,,,
19991101,,,,,30682,myerg001,Fg,ATL,NL,,,,,,
19971125,,,,,30681,myerg001,F ,,,SDN,NL,,,,
19971028,,,,,30680,myerg001,Fg,ATL,NL,,,,,,
19951208,,,,,30679,myerg001,F ,,,MIN,AL,,,,
19951103,,,,,30678,myerg001,Fg,CAL,AL,,,,,,
19840604,,,19840627,,30677,myerg001,Da,,,TOR,AL,,3,,
18890816,,,,,56767,myerg101,R ,IN3,NL,,,,,,
18870308,,,,,48200,myerg101,P ,SL5,NL,IN3,NL,,,,
18851119,,,,,48188,myerg101,Vg,BFN,NL,,,,,,
18860205,,@,,,30693,myerg101,V ,,,SL5,NL,,,,
19110525,,,,,66145,myerh101,Pr,SLA,AL,BOS,AL,,,,
19110100,,@,,,66144,myerh101,U ,SLA,AL,BOS,AL,,,,
19100901,,,,,66143,myerh101,D ,Louisville,(American Association),SLA,AL,,,,
19110512,,,,,64000,myerh101,P ,BOS,AL,SLA,AL,,,,
19120819,,,,,48479,myerh101,P ,Spokane,(Northwestern),BSN,NL,,,,
19120105,,,,,48467,myerh101,T ,BOS,AL,Jersey City,(International),,,,
19140115,,,,,30697,myerh101,J ,Rochester,(International),BRF,FL,,,,
19131008,,,,,30696,myerh101,P ,BSN,NL,Rochester,(International),,,,
19090800,,@,,,30694,myerh101,P ,Sacramento,(PCL),BOS,AL,,,,
19230215,,,,,48638,myerh102,T ,BRO,NL,SLN,NL,,,,
19250504,,,,,30700,myerh102,P ,CIN,NL,SLN,NL,,,,
19250422,,,,,30699,myerh102,P ,SLN,NL,CIN,NL,,,,
19090715,,,,,30698,myerh102,P ,Connellsville,(Pennsylvania-West Virginia),BRO,NL,,,,
19961002,,,,,30710,myerj001,Fg,BAL,AL,,,,,,
19951015,,,,,30709,myerj001,F ,,,BAL,AL,,,,
19951013,,,,,30708,myerj001,Fg,BAL,AL,,,,,,
19941222,,,,,30707,myerj001,F ,,,BAL,AL,,,,
19941015,,,,,30706,myerj001,Fg,PIT,NL,,,,,,
19940803,,,,,30705,myerj001,F ,,,PIT,NL,,,,
19940731,,,,,30704,myerj001,R ,KCA,AL,,,,,,
19931224,,,,,30703,myerj001,F ,,,KCA,AL,,,,
19931015,,,,,30702,myerj001,Fg,SFN,NL,,,,,,
19870602,,,19870607,,30701,myerj001,Da,,,SFN,NL,,35,,
20080424,,,,,55903,myerm001,R ,LAN,NL,,,,,,
20080203,,,,,55902,myerm001,F ,,,LAN,NL,,,,
20050329,,,,,53144,myerm001,T ,SLN,NL,BOS,AL,,,,
20020107,,,,,52837,myerm001,T ,COL,NL,ARI,NL,,,,
19991117,,,,,52602,myerm001,T ,MIL,NL,COL,NL,,,,
19971120,,,,,52392,myerm001,T ,DET,AL,MIL,NL,,,,
19950809,,,,,52160,myerm001,T ,FLO,NL,DET,AL,,,,
20071030,,,,,30722,myerm001,Fg,CHA,AL,,,,,,
20070820,,,,,30721,myerm001,F ,,,CHA,AL,,,,
20070814,,,,,30720,myerm001,R ,NYA,AL,,,,,,
20051216,,,,,30719,myerm001,F ,,,NYA,AL,,,,
20051031,,,,,30718,myerm001,Fg,BOS,AL,,,,,,
20041222,,,,,30717,myerm001,F ,,,SLN,NL,,,,
20041101,,,,,30716,myerm001,Fg,BOS,AL,,,,,,
20040806,,,,,30715,myerm001,W ,SEA,AL,BOS,AL,,,,
20040119,,,,,30714,myerm001,F ,,,SEA,AL,,,,
20031026,,,,,30713,myerm001,Fg,ARI,NL,,,,,,
19921207,,,,,30712,myerm001,D ,SFN,NL,FLO,NL,,,,
19900604,,,19900606,,30711,myerm001,Da,,,SFN,NL,,4,,
19980806,,,,,52478,myerr001,T ,TOR,AL,SDN,NL,,,,
19911208,,,,,51884,myerr001,T ,CIN,NL,SDN,NL,,,,
19891206,,,,,51739,myerr001,T ,NYN,NL,CIN,NL,,,,
19971126,,,,,30731,myerr001,F ,,,TOR,AL,,,,
19971027,,,,,30730,myerr001,Fg,BAL,AL,,,,,,
19951214,,,,,30729,myerr001,F ,,,BAL,AL,,,,
19951103,,,,,30728,myerr001,Fg,CHN,NL,,,,,,
19921209,,,,,30727,myerr001,F ,,,CHN,NL,,,,
19921026,,,,,30726,myerr001,Fg,SDN,NL,,,,,,
19820607,,,19820608,,30725,myerr001,Da,,,NYN,NL,S,1,9,
19820112,,,,,30724,myerr001,Dn,,,CIN,NL,,3,,
20000323,,,,,52639,myerr002,T ,CHN,NL,SDN,NL,,,,
20040705,,,,,30741,myerr002,F ,,,NYN,NL,,,,
20040628,,,,,30740,myerr002,R ,LAN,NL,,,,,,
20040213,,,,,30739,myerr002,F ,,,LAN,NL,,,,
20031120,,,,,30738,myerr002,R ,LAN,NL,,,,,,
20021224,,,,,30737,myerr002,F ,,,LAN,NL,,,,
20021015,,,,,30736,myerr002,Fg,SDN,NL,,,,,,
20020308,,,,,30735,myerr002,F ,,,SDN,NL,,,,
20011008,,,,,30734,myerr002,Fg,SDN,NL,,,,,,
19951204,,,,,30733,myerr002,D ,KCA,AL,CHN,NL,,,,
19900604,,,19900802,,30732,myerr002,Da,,,KCA,AL,,12,,
19910603,,,19910604,,30742,myerr003,Da,,,KCA,AL,,13,,
19550922,,,,,49457,myerr101,T ,Sacramento,(PCL),CHN,NL,,,,
20141219,,,,,75929,myerw001,T ,TBA,AL,SDN,NL,,,,
20121209,,,,,75885,myerw001,T ,KCA,AL,TBA,AL,,,,
20090609,,,20090814,,70348,myerw001,Da,,,KCA,AL,,3,,
20030709,,,,,52966,myeta001,T ,CLE,AL,PHI,NL,,,,
20021206,,,,,52923,myeta001,T ,TEX,AL,CLE,AL,,,,
20001214,,,,,52727,myeta001,T ,CHA,AL,TEX,AL,,,,
20051124,,,,,30750,myeta001,F ,,,PHI,NL,,,,
20041220,,,,,30749,myeta001,P ,PHI,NL,Tohoku Rakuten Golden Eagles,(Japan Pacific),,,,
20041115,,,,,30748,myeta001,F ,,,PHI,NL,,,,
20041011,,,,,30747,myeta001,Fg,CIN,NL,,,,,,
20040107,,,,,30746,myeta001,F ,,,CIN,NL,,,,
20031015,,,,,30745,myeta001,Fg,PHI,NL,,,,,,
19970603,,,19970605,,30744,myeta001,Da,,,CHA,AL,,1,43,
19950601,,,,,30743,myeta001,Dn,,,SEA,AL,,17,,
20120101,,,,,69261,Myles Jaye,T ,TOR,AL,CHA,AL,,,,
20141212,,,,,74902,Myles Smith,T ,BOS,AL,ARI,NL,,,,
19790615,,,,,50931,myrib101,T ,NYN,NL,TEX,AL,,,,
19740605,,,,,30752,myrib101,Da,,,NYN,NL,,20,,
19700604,,,,,30751,myrib101,Dn,,,BAL,AL,,29,,
20101106,,,,,61691,myrob001,Fg,PIT,NL,,,,,,
20091218,,,,,59074,myrob001,F ,,,PIT,NL,,,,
20091109,,,,,59073,myrob001,Fg,PIT,NL,,,,,,
20090624,,,,,59072,myrob001,C ,CHA,AL,PIT,NL,,,,
20081126,,,,,55905,myrob001,F ,,,CHA,AL,,,,
20080929,,,,,55904,myrob001,Fg,SDN,NL,,,,,,
20040515,,,,,53066,myrob001,T ,NYA,AL,LAN,NL,,,,
20061113,,,,,30757,myrob001,F ,,,SDN,NL,,,,
20061015,,,,,30756,myrob001,Fg,BOS,AL,,,,,,
20060803,,,,,30755,myrob001,F ,,,BOS,AL,,,,
20051221,,,,,30754,myrob001,Fg,LAN,NL,,,,,,
20010623,,,,,30753,myrob001,P ,Winnipeg,(Northern),NYA,AL,,,,
19940701,,,,,52086,nabhc001,T ,CLE,AL,BOS,AL,,,,
19940214,,,,,52054,nabhc001,T ,MON,NL,CLE,AL,,,,
19951120,,,,,30763,nabhc001,F ,,,NYN,NL,,,,
19951013,,,,,30762,nabhc001,Fg,CHN,NL,,,,,,
19950408,,,,,30761,nabhc001,F ,,,CHN,NL,,,,
19941223,,,,,30760,nabhc001,Fg,BOS,AL,,,,,,
19880601,,,19880809,,30759,nabhc001,Da,,,MON,NL,,2,,
19850603,,,,,30758,nabhc001,Dn,,,CLE,AL,,30,,
19170429,,,,,66728,naboj101,T ,PHA,AL,Indianapolis,(American Association),,,,
19150700,,@,,,66146,naboj101,P ,Newnan,(Georgia-Alabama),PHA,AL,,,,$500 
20140626,,,,,73356,nadyx001,R ,SEA,AL,,,,,,
20140530,,,,,73182,nadyx001,F ,,,SEA,AL,,,,
20140511,,,,,73069,nadyx001,Fg,SDN,NL,,,,,,
20140123,,,,,72100,nadyx001,F ,,,SDN,NL,,,,
20131105,,,,,71149,nadyx001,Fg,COL,NL,,,,,,
20130630,,,,,70409,nadyx001,F ,,,COL,NL,,,,
20130629,,,,,70408,nadyx001,R ,KCA,AL,,,,,,
20130327,,,,,69908,nadyx001,F ,,,KCA,AL,,,,
20130326,,,,,69891,nadyx001,R ,KCA,AL,,,,,,
20121214,,,,,69638,nadyx001,F ,,,KCA,AL,,,,
20101217,,,,,68686,nadyx001,F ,,,ARI,NL,,,,
20101101,,,,,68375,nadyx001,Fg,CHN,NL,,,,,,
20121029,,,,,66150,nadyx001,Fg,SFN,NL,,,,,,
20120805,,,,,66149,nadyx001,F ,,,SFN,NL,,,,
20120729,,,,,66148,nadyx001,R ,WAS,NL,,,,,,
20120318,,,,,66147,nadyx001,F ,,,WAS,NL,,,,
20111030,,,,,64002,nadyx001,Fg,ARI,NL,,,,,,
20080726,,,,,60600,nadyx001,T ,PIT,NL,NYA,AL,,,,
20100126,,,,,59076,nadyx001,F ,,,CHN,NL,,,,
20091109,,,,,59075,nadyx001,Fg,NYA,AL,,,,,,
20060731,,,,,53298,nadyx001,T ,NYN,NL,PIT,NL,,,,
20051118,,,,,53194,nadyx001,T ,SDN,NL,NYN,NL,,,,
20000605,,,20000917,,30765,nadyx001,Da,,,SDN,NL,,2,,
19970603,,,,,30764,nadyx001,Dn,,,SLN,NL,,4,,
19961213,,,,,30768,naeht001,F ,,,BOS,AL,,,,
19961207,,,,,30767,naeht001,Fg,BOS,AL,,,,,,
19880601,,,19880610,,30766,naeht001,Da,,,BOS,AL,,8,,
19430908,,,,,64003,nageb101,P ,PIT,NL,CHA,AL,,,,
19440800,,,,,54127,nageb101,T ,Milwaukee,(American Association),CHA,AL,,,,
19431001,,,,,54121,nageb101,T ,CHA,AL,Milwaukee,(American Association),,,,
19410512,,,,,30771,nageb101,P ,PHI,NL,Syracuse,(International),,,,
19410329,,,,,30770,nageb101,P ,PHA,AL,PHI,NL,,,,
19381004,,,,,30769,nageb101,D ,Baltimore,(International),PHA,AL,,,,
20071029,,,,,30775,nagec001,Fg,NYN,NL,,,,,,
20061227,,,,,30774,nagec001,F ,,,NYN,NL,,,,
20061015,,,,,30773,nagec001,Fg,SEA,AL,,,,,,
19990602,,,19990818,,30772,nagec001,Da,,,SEA,AL,,5,,
19121123,,@,,,48487,nagel101,P ,CLE,AL,Waterbury,(Connecticut State),,,,
19700522,,,,,50196,nager101,T ,CLE,AL,DET,AL,,,,
19660607,,,,,30776,nager101,Da,,,CLE,AL,,14,,
19110621,,,,,30777,naglj101,P ,PIT,NL,BOS,AL,,,,
18891013,,,,,56849,naglt101,P ,Omaha,(Western Association),CHN,NL,,,,
20030606,,,,,30781,nagyc001,R ,SDN,NL,,,,,,
20021220,,,,,30780,nagyc001,F ,,,SDN,NL,,,,
20021028,,,,,30779,nagyc001,Fg,CLE,AL,,,,,,
19880601,,,19880609,,30778,nagyc001,Da,,,CLE,AL,,1,17,
19731209,,,,,50506,nagym101,T ,SLN,NL,HOU,NL,,,,
19730606,,,,,50445,nagym101,T ,TEX,AL,SLN,NL,,,,
19730331,,,,,50414,nagym101,T ,SLN,NL,TEX,AL,,,,
19730124,,,,,50413,nagym101,T ,BOS,AL,SLN,NL,,,,
19660607,,,,,30782,nagym101,Da,,,BOS,AL,,6,,
19480927,,,,,59800,nagys101,T ,PIT,NL,San Francisco,(PCL),,,,
19500625,,,,,49280,nagys101,T ,WS1,AL,San Francisco,(PCL),,,,
19491117,,,,,30785,nagys101,D ,San Francisco,(PCL),WS1,AL,,,,
19461002,,@,,,30784,nagys101,P ,BRO,NL,PIT,NL,,,,
19420000,,,,,30783,nagys101,Fa,,,BRO,NL,,,,
19420219,,,,,59979,nahes101,P ,SLN,NL,PHI,NL,,,,
19400612,,,,,49049,nahes101,T ,BRO,NL,SLN,NL,,,,
19480917,,,,,30786,nahes101,R ,PHI,NL,,,,,,
19791203,,,,,72390,nahob001,T ,CHA,AL,ATL,NL,,,,
19841105,,,,,30797,nahob001,R ,SEA,AL,,,,,,
19840405,,,,,30796,nahob001,F ,,,SEA,AL,,,,
19840331,,,,,30795,nahob001,R ,SEA,AL,,,,,,
